"X","Taxon","longitude","latitude","uncertainty","year"
358,"Anredera cordifolia (Ten.) Steenis",9.818082,43.037775,1784.12411615277,2010
359,"Smilax aspera L.",10.3387613286031,43.6033420147303,564.189583547756,1984
360,"Smilax aspera L.",10.748933,43.222324,1784.12411615277,2003
361,"Smilax aspera L.",10.3457865709788,43.6138138368928,564.189583547756,1984
362,"Dysphania ambrosioides (L.) Mosyakin & Clemants",9.818082,43.037775,1784.12411615277,2013
363,"Calluna vulgaris (L.) Hull",10.335777,43.984115,1784.12411615277,1939
364,"Oxalis pes-caprae L.",10.901329,42.356387,1784.12411615277,2012
365,"Oxalis pes-caprae L.",10.294215,42.78222,3989.42280401433,2012
366,"Spiranthes spiralis (L.) Chevall.",11.189327,43.969887,1784.12411615277,2016
367,"Spiranthes spiralis (L.) Chevall.",11.164831,44.001953,1784.12411615277,2016
368,"Spiranthes spiralis (L.) Chevall.",11.149001,43.924799,1784.12411615277,2016
369,"Callitriche brutia Petagna",10.16732,43.997945,1784.12411615277,1942
370,"Callitriche brutia Petagna",10.139067,44.0073,1784.12411615277,1942
371,"Spiranthes spiralis (L.) Chevall.",11.157338,43.96659,1784.12411615277,2016
372,"Callitriche brutia Petagna",10.092989,44.035465,1784.12411615277,1942
373,"Callitriche brutia Petagna",10.080313,44.03814,1784.12411615277,1942
374,"Callitriche brutia Petagna",10.386087,43.714258,1784.12411615277,1860
375,"Callitriche brutia Petagna",10.918951,42.771692,1784.12411615277,1860
376,"Callitriche brutia Petagna",9.818082,43.037775,1784.12411615277,1860
377,"Callitriche brutia Petagna",10.055378,44.05537,1784.12411615277,1908
378,"Smilax aspera L.",10.3410701762186,43.6055670410332,564.189583547756,1984
379,"Digitaria debilis (Desf.) Willd.",10.140428,44.031108,1784.12411615277,1908
380,"Digitaria debilis (Desf.) Willd.",10.11325,44.004153,1784.12411615277,1908
381,"Digitaria debilis (Desf.) Willd.",10.0965,44.039092,1784.12411615277,1908
382,"Digitaria debilis (Desf.) Willd.",10.0965,44.039092,1784.12411615277,1942
383,"Digitaria debilis (Desf.) Willd.",10.360477,43.834615,1784.12411615277,1860
384,"Digitaria debilis (Desf.) Willd.",10.495083,43.837609,1784.12411615277,1860
385,"Digitaria ciliaris (Retz.) Koeler",10.689697,43.908854,1784.12411615277,1908
386,"Leersia oryzoides (L.) Sw.",10.16732,43.997945,1784.12411615277,1942
387,"Leersia oryzoides (L.) Sw.",10.500228,43.846714,1784.12411615277,1860
388,"Leersia oryzoides (L.) Sw.",10.486204,43.836614,1784.12411615277,1860
389,"Leersia oryzoides (L.) Sw.",10.16732,43.997945,1784.12411615277,1908
390,"Leersia oryzoides (L.) Sw.",10.350938,43.743906,1784.12411615277,1908
391,"Calluna vulgaris (L.) Hull",10.27576,44.005707,1784.12411615277,1942
392,"Calluna vulgaris (L.) Hull",10.325808,43.496003,1784.12411615277,1866
393,"Panicum dichotomiflorum Michx.",11.149001,43.924799,1784.12411615277,2016
394,"Arbutus unedo L.",10.261707,43.821793,1784.12411615277,1990
395,"Paspalum vaginatum Sw.",10.261707,43.821793,1784.12411615277,1990
396,"Spiranthes spiralis (L.) Chevall.",11.23397,43.87897,1784.12411615277,2016
397,"Colchicum lusitanum Brot.",11.23397,43.87897,1784.12411615277,2016
398,"Spiranthes spiralis (L.) Chevall.",11.168726,43.894235,1784.12411615277,2016
399,"Colchicum lusitanum Brot.",11.149001,43.924799,1784.12411615277,2016
400,"Prospero autumnale (L.) Speta",11.149001,43.924799,1784.12411615277,2016
401,"Prospero autumnale (L.) Speta",11.168726,43.894235,1784.12411615277,2016
402,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.164831,44.001953,1784.12411615277,2016
403,"Oxalis pes-caprae L.",9.818082,43.037775,1784.12411615277,1995
404,"Oxalis pes-caprae L.",10.310407,42.337112,1784.12411615277,2013
405,"Smilax aspera L.",10.3435506819369,43.6072606160831,1784.12411615277,1985
406,"Smilax aspera L.",10.3426280020358,43.6072140045639,1784.12411615277,1985
407,"Smilax aspera L.",11.2406990761519,42.4214401755968,3989.42280401433,2017
408,"Callitriche brutia Petagna",11.418141,42.456115,1784.12411615277,1908
409,"Callitriche brutia Petagna",11.35,42.433333,1784.12411615277,1908
410,"Callitriche brutia Petagna",9.840405,43.044186,1784.12411615277,1908
411,"Callitriche brutia Petagna",9.830847,43.035587,1784.12411615277,1908
412,"Callitriche brutia Petagna",9.83688,43.03494,1784.12411615277,1908
413,"Calluna vulgaris (L.) Hull",10.661503,43.750559,1784.12411615277,1950
414,"Calluna vulgaris (L.) Hull",10.760714,43.714641,1784.12411615277,1950
415,"Oxalis pes-caprae L.",10.1213657578151,44.0482749225811,1784.12411615277,2020
416,"Spiranthes spiralis (L.) Chevall.",11.194225,43.318373,564.189583547756,2018
417,"Dysphania ambrosioides (L.) Mosyakin & Clemants",10.112072,44.011567,564.189583547756,2018
418,"Eclipta prostrata (L.) L.",10.9440070752123,43.7236283036687,564.189583547756,2018
419,"Prospero autumnale (L.) Speta",10.075458,42.580947,1784.12411615277,1883
420,"Colchicum lusitanum Brot.",10.907777,43.855341,1784.12411615277,2012
421,"Spiranthes spiralis (L.) Chevall.",10.907777,43.855341,1784.12411615277,2012
422,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",10.907777,43.855341,1784.12411615277,2012
423,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.051717,43.774609,1784.12411615277,2012
424,"Tradescantia fluminensis Vell.",11.051717,43.774609,1784.12411615277,2012
425,"Colchicum lusitanum Brot.",11.051717,43.774609,1784.12411615277,2012
426,"Oxalis pes-caprae L.",10.3817664745491,43.7147515887204,1784.12411615277,2020
427,"Arabidopsis thaliana (L.) Heynh.",10.3169960510492,42.8173639873253,564.189583547756,1794
428,"Arbutus unedo L.",10.2812252560788,43.6670066878744,1784.12411615277,2020
429,"Smilax aspera L.",11.30427,43.796727,1784.12411615277,2019
430,"Artemisia verlotiorum Lamotte",11.30427,43.796727,1784.12411615277,2019
431,"Lemna minuta Kunth",10.2672,43.79612,564.189583547756,2017
432,"Arabidopsis thaliana (L.) Heynh.",10.830005,43.878075,1784.12411615277,2013
433,"Arabidopsis thaliana (L.) Heynh.",10.909194,43.828846,1784.12411615277,2013
434,"Arabidopsis thaliana (L.) Heynh.",10.868103,43.849836,1784.12411615277,2013
435,"Arabidopsis thaliana (L.) Heynh.",10.941745,43.82875,1784.12411615277,2013
436,"Arabidopsis thaliana (L.) Heynh.",10.848707,43.895463,1784.12411615277,2013
437,"Arabidopsis thaliana (L.) Heynh.",11.008753,43.752336,1784.12411615277,2013
438,"Arabidopsis thaliana (L.) Heynh.",10.848028,43.748579,1784.12411615277,2013
439,"Arabidopsis thaliana (L.) Heynh.",10.944997,43.79569,1784.12411615277,2013
440,"Arabidopsis thaliana (L.) Heynh.",11.034756,43.808382,1784.12411615277,2013
441,"Arabidopsis thaliana (L.) Heynh.",10.99472,43.780197,1784.12411615277,2013
442,"Dysphania ambrosioides (L.) Mosyakin & Clemants",10.263949,43.860607,1784.12411615277,1961
443,"Oxalis pes-caprae L.",10.1151866941112,44.0518319648387,1784.12411615277,2020
444,"Prospero autumnale (L.) Speta",10.3390031506281,43.7294601494805,564.189583547756,2019
445,"Dittrichia graveolens (L.) Greuter",10.075458,42.580947,1784.12411615277,1901
446,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.106665,42.583036,564.189583547756,1901
447,"Dittrichia graveolens (L.) Greuter",10.075458,42.580947,1784.12411615277,1999
448,"Calluna vulgaris (L.) Hull",11.214829,43.703485,1784.12411615277,1946
449,"Prospero autumnale (L.) Speta",10.399473,43.665076,1784.12411615277,1995
450,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.399473,43.665076,1784.12411615277,1995
451,"Oxalis pes-caprae L.",10.075458,42.580947,1784.12411615277,1999
452,"Calluna vulgaris (L.) Hull",11.2318468093872,43.1318084199702,1784.12411615277,2015
453,"Digitaria debilis (Desf.) Willd.",10.515819,43.861342,1784.12411615277,1860
454,"Digitaria ciliaris (Retz.) Koeler",10.34726,43.844541,1784.12411615277,2014
455,"Posidonia oceanica (L.) Delile",10.075458,42.580947,1784.12411615277,1901
456,"Calluna vulgaris (L.) Hull",11.33327,43.894822,1784.12411615277,1958
457,"Calluna vulgaris (L.) Hull",10.92842,44.051573,1784.12411615277,1953
458,"Calluna vulgaris (L.) Hull",11.029303,43.091222,1784.12411615277,1949
459,"Calluna vulgaris (L.) Hull",10.674725,43.697928,1784.12411615277,1951
460,"Calluna vulgaris (L.) Hull",10.721271,43.770662,1784.12411615277,1984
461,"Smilax aspera L.",10.3423833847046,43.6035160422753,564.189583547756,1984
462,"Smilax aspera L.",10.3450441360474,43.6148888813429,564.189583547756,1984
463,"Smilax aspera L.",10.3499364852905,43.6115953294925,564.189583547756,1984
464,"Calluna vulgaris (L.) Hull",10.335535,43.739605,1784.12411615277,1951
465,"Calluna vulgaris (L.) Hull",11.966334,43.477685,1784.12411615277,2008
466,"Hieracium sabaudum L.",10.178859,44.058398,1784.12411615277,1942
467,"Hieracium sabaudum L.",10.159582,44.031246,1784.12411615277,1942
468,"Hieracium sabaudum L.",10.149156,44.032575,1784.12411615277,1942
469,"Hieracium sabaudum L.",10.102548,44.039949,1784.12411615277,1942
470,"Hieracium sabaudum L.",10.121353,44.239452,1784.12411615277,1942
471,"Hieracium sabaudum L.",10.131245,44.290941,1784.12411615277,1942
472,"Arabidopsis thaliana (L.) Heynh.",10.112259,44.015139,1784.12411615277,1942
473,"Hieracium sabaudum L.",10.037074,44.266042,1784.12411615277,1942
474,"Hieracium sabaudum L.",10.002762,44.245359,1784.12411615277,1942
475,"Hieracium sabaudum L.",9.974423,44.212341,1784.12411615277,1942
476,"Hieracium sabaudum L.",9.909571,44.305153,1784.12411615277,1942
477,"Hieracium sabaudum L.",9.862516,44.358402,1784.12411615277,1942
478,"Hieracium sabaudum L.",9.911628,44.253449,1784.12411615277,1942
479,"Hieracium sabaudum L.",9.880193,44.391697,1784.12411615277,1942
480,"Hieracium sabaudum L.",9.825862,44.431803,1784.12411615277,1942
481,"Hieracium sabaudum L.",9.837665,44.430108,1784.12411615277,1942
482,"Hieracium sabaudum L.",10.502421,43.860348,1784.12411615277,1860
483,"Hieracium sabaudum L.",10.477512,43.943494,1784.12411615277,1860
484,"Smilax aspera L.",10.3485717857257,43.6191764427234,564.189583547756,1984
485,"Hieracium sabaudum L.",10.593615,44.010372,1784.12411615277,1860
486,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.237701,43.73974,1784.12411615277,1860
487,"Hieracium sabaudum L.",10.592907,44.114903,1784.12411615277,1860
488,"Hieracium sabaudum L.",11.221469,43.731553,1784.12411615277,1860
489,"Smilax aspera L.",10.3490352630615,43.6235568961971,564.189583547756,1984
490,"Hieracium sabaudum L.",12.046446,43.669608,1784.12411615277,1860
491,"Hieracium sabaudum L.",10.129286,44.050513,1784.12411615277,1908
492,"Hieracium sabaudum L.",10.231472,43.976428,1784.12411615277,1908
493,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",10.986141,43.558177,1784.12411615277,1860
494,"Hieracium sabaudum L.",10.685166,43.903454,3989.42280401433,1908
495,"Hieracium sabaudum L.",11.076548,43.91797,1784.12411615277,1908
496,"Hieracium sabaudum L.",10.858983,43.429091,1784.12411615277,1908
497,"Hieracium sabaudum L.",10.817853,43.368696,1784.12411615277,1908
498,"Hieracium sabaudum L.",9.83688,43.03494,1784.12411615277,1908
499,"Calluna vulgaris (L.) Hull",10.484161,43.798435,1784.12411615277,1896
500,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",10.866032,43.399396,1784.12411615277,1860
501,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.333635,43.318519,1784.12411615277,1860
502,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",10.525356,44.062521,1784.12411615277,1908
503,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",10.685166,43.903454,1784.12411615277,1908
504,"Smilax aspera L.",10.3469324111938,43.610476723681,564.189583547756,1984
505,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.471572,43.907719,1784.12411615277,1908
506,"Arbutus unedo L.",10.2668014168739,43.7988114363121,564.189583547756,2016
507,"Smilax aspera L.",10.2668014168739,43.7988114363121,564.189583547756,2016
508,"Smilax aspera L.",10.3478765487671,43.6225783119371,564.189583547756,1984
509,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.284953,42.407094,1784.12411615277,1908
510,"Calluna vulgaris (L.) Hull",11.33327,43.894822,1784.12411615277,1880
511,"Calluna vulgaris (L.) Hull",10.733701,43.888788,3989.42280401433,1933
512,"Calluna vulgaris (L.) Hull",11.348867,43.697165,1784.12411615277,1866
513,"Calluna vulgaris (L.) Hull",11.178445,44.008184,1784.12411615277,1871
514,"Calluna vulgaris (L.) Hull",10.871624,42.768721,1784.12411615277,1936
515,"Calluna vulgaris (L.) Hull",11.070076,43.930648,1784.12411615277,1933
516,"Calluna vulgaris (L.) Hull",11.569519,43.71926,1784.12411615277,1902
517,"Smilax aspera L.",10.174198,43.992685,1784.12411615277,1982
518,"Solanum chenopodioides Lam.",10.402336,43.539994,3989.42280401433,2014
519,"Smilax aspera L.",10.40929,43.54335,1784.12411615277,1985
520,"Dittrichia graveolens (L.) Greuter",11.201621,43.878069,3989.42280401433,2016
521,"Dittrichia graveolens (L.) Greuter",11.157338,43.96659,3989.42280401433,2016
522,"Dittrichia graveolens (L.) Greuter",11.23397,43.87897,3989.42280401433,2016
523,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.189327,43.969887,3989.42280401433,2016
524,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.168726,43.894235,3989.42280401433,2016
525,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.201621,43.878069,3989.42280401433,2016
526,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.23397,43.87897,3989.42280401433,2016
527,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.26268,43.88151,3989.42280401433,2016
528,"Colchicum lusitanum Brot.",11.157338,43.96659,1784.12411615277,2016
529,"Colchicum lusitanum Brot.",11.189327,43.969887,1784.12411615277,2016
530,"Colchicum lusitanum Brot.",11.201621,43.878069,1784.12411615277,2016
531,"Colchicum lusitanum Brot.",11.26268,43.88151,1784.12411615277,2016
532,"Arbutus unedo L.",10.4052007198334,43.419715245023,1784.12411615277,2016
533,"Calluna vulgaris (L.) Hull",10.752725,43.745042,1784.12411615277,1870
534,"Calluna vulgaris (L.) Hull",11.312434,43.833646,1784.12411615277,1946
535,"Calluna vulgaris (L.) Hull",11.471617,43.702845,1784.12411615277,1946
536,"Smilax aspera L.",10.322591,43.595669,1784.12411615277,1989
537,"Smilax aspera L.",10.322591,43.595669,1784.12411615277,1977
538,"Smilax aspera L.",10.344374657725,43.6116823309154,564.189583547756,1984
539,"Oxalis pes-caprae L.",11.145667,42.411119,1784.12411615277,1966
540,"Oxalis pes-caprae L.",11.145667,42.411119,1784.12411615277,1992
541,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.201621,43.878069,1784.12411615277,2016
542,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.149001,43.924799,1784.12411615277,2016
543,"Arbutus unedo L.",11.145667,42.411119,1784.12411615277,1856
544,"Arbutus unedo L.",11.145667,42.411119,1784.12411615277,1843
545,"Smilax aspera L.",10.473466,42.86421,1784.12411615277,1984
546,"Arbutus unedo L.",11.145667,42.411119,1784.12411615277,1882
547,"Dittrichia graveolens (L.) Greuter",9.974423,44.212341,3989.42280401433,1942
548,"Calluna vulgaris (L.) Hull",11.401704,43.864326,564.189583547756,2015
549,"Dittrichia graveolens (L.) Greuter",10.075095,44.032331,3989.42280401433,1942
550,"Oxalis pes-caprae L.",10.154397,42.735628,1784.12411615277,2014
551,"Prospero autumnale (L.) Speta",11.201621,43.878069,1784.12411615277,2016
552,"Prospero autumnale (L.) Speta",11.23397,43.87897,1784.12411615277,2016
553,"Dittrichia graveolens (L.) Greuter",11.203694,42.393759,1784.12411615277,1908
554,"Dittrichia graveolens (L.) Greuter",10.593615,44.010372,1784.12411615277,1860
555,"Dittrichia graveolens (L.) Greuter",11.255868,43.783279,1784.12411615277,1860
556,"Dittrichia graveolens (L.) Greuter",11.588559,43.555379,1784.12411615277,1860
557,"Dittrichia graveolens (L.) Greuter",12.046446,43.669608,1784.12411615277,1860
558,"Dittrichia graveolens (L.) Greuter",11.333635,43.318519,1784.12411615277,1860
559,"Dittrichia graveolens (L.) Greuter",11.619234,43.028884,1784.12411615277,1860
560,"Oxalis pes-caprae L.",10.348213,42.773196,1784.12411615277,2014
561,"Oxalis pes-caprae L.",10.239483,42.782816,1784.12411615277,2014
562,"Oxalis pes-caprae L.",10.381923,42.724373,1784.12411615277,2014
563,"Prospero autumnale (L.) Speta",11.164831,44.001953,1784.12411615277,2016
564,"Prospero autumnale (L.) Speta",11.157338,43.96659,1784.12411615277,2016
565,"Oxalis pes-caprae L.",10.287999,42.818997,1784.12411615277,2014
566,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.180278,44.019122,1784.12411615277,1942
567,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.096601,44.078113,1784.12411615277,1942
568,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.055378,44.05537,1784.12411615277,1942
569,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.020264,44.13383,1784.12411615277,1942
570,"Dittrichia viscosa (L.) Greuter subsp. viscosa",9.773349,44.342011,1784.12411615277,1942
571,"Dittrichia viscosa (L.) Greuter subsp. viscosa",9.91722106933594,44.3199181204774,3989.42280401433,1942
572,"Dittrichia viscosa (L.) Greuter subsp. viscosa",9.936964,44.355674,1784.12411615277,1942
573,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.386087,43.714258,1784.12411615277,1860
574,"Xanthoselinum venetum (Spreng.) Soldano & Banfi",10.663156,44.037582,1784.12411615277,1908
575,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.684195,43.075826,1784.12411615277,1860
576,"Xanthoselinum venetum (Spreng.) Soldano & Banfi",11.553028,43.730966,1784.12411615277,1908
577,"Tradescantia fluminensis Vell.",11.149001,43.924799,1784.12411615277,2016
578,"Xanthoselinum venetum (Spreng.) Soldano & Banfi",9.9232292175293,44.2997729845375,1784.12411615277,1942
579,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.600192,43.538808,1784.12411615277,1908
580,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.267649,43.885229,1784.12411615277,1908
581,"Calluna vulgaris (L.) Hull",11.181966,42.893975,1784.12411615277,1996
582,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.374373,43.488368,3989.42280401433,1908
583,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.1445999145508,42.4315658725792,1784.12411615277,1908
584,"Dysphania ambrosioides (L.) Mosyakin & Clemants",10.263949,43.860607,1784.12411615277,1961
585,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.294215,42.78222,3989.42280401433,1908
586,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.310407,42.337112,1784.12411615277,1908
587,"Oxalis pes-caprae L.",10.292916,42.795253,1784.12411615277,2014
588,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.473466,42.86421,1784.12411615277,1908
589,"Arbutus unedo L.",10.48002,43.75278,1784.12411615277,2014
590,"Helianthus tuberosus L.",10.507484,43.550042,1784.12411615277,2014
591,"Helianthus tuberosus L.",10.480193,43.711716,1784.12411615277,2014
592,"Pulicaria vulgaris Gaertn.",10.263949,43.860607,1784.12411615277,1860
593,"Pulicaria vulgaris Gaertn.",11.3163256645203,43.3156861552957,1784.12411615277,1860
594,"Pulicaria vulgaris Gaertn.",10.923233,43.86874,1784.12411615277,1908
595,"Pulicaria vulgaris Gaertn.",10.699464,43.87852,1784.12411615277,1908
596,"Pulicaria vulgaris Gaertn.",10.6586265563965,43.8171885214904,1784.12411615277,1908
597,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.244596,43.099825,1784.12411615277,1991
598,"Euphorbia dendroides L.",10.26744,42.827802,1784.12411615277,2014
599,"Euphorbia dendroides L.",10.46016,43.747481,1784.12411615277,2013
