"X","Taxon","longitude","latitude","uncertainty","year"
1652,"Smilax aspera L.",10.477202,43.771755,1784.12411615277,2009
1653,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",10.489255,43.910796,1784.12411615277,1860
1654,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",10.468496,43.824878,1784.12411615277,1860
1655,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",10.560733,44.056111,1784.12411615277,1860
1656,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.097173,43.880736,1784.12411615277,1860
1657,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.070926,43.74464,1784.12411615277,1860
1658,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.2568,43.68619,1784.12411615277,1860
1659,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.319702,43.752353,1784.12411615277,1860
1660,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.147564,43.751465,1784.12411615277,1860
1661,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.267649,43.885229,1784.12411615277,1908
1662,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.844252,43.73144,1784.12411615277,1908
1663,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.818344,43.703497,1784.12411615277,1908
1664,"Solanum chenopodioides Lam.",10.594785,43.746474,1784.12411615277,2009
1665,"Charybdis maritima (L.) Speta",10.266059,42.799177,564.189583547756,1972
1666,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",10.536313,43.756417,3989.42280401433,1860
1667,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",10.480884,43.821608,1784.12411615277,1860
1668,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.046388,43.548668,1784.12411615277,1860
1669,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",10.882087,43.760459,1784.12411615277,1908
1670,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.886541,43.662551,1784.12411615277,1908
1671,"Callitriche brutia Petagna",11.393453,42.488764,1784.12411615277,2006
1672,"Spiranthes spiralis (L.) Chevall.",10.594785,43.746474,1784.12411615277,2009
1673,"Spiranthes spiralis (L.) Chevall.",10.557218,43.707474,1784.12411615277,2009
1674,"Callitriche brutia Petagna",11.460245,42.47649,1784.12411615277,2006
1675,"Callitriche brutia Petagna",11.460245,42.47649,1784.12411615277,2006
1676,"Arabidopsis thaliana (L.) Heynh.",11.29431,44.13416,1784.12411615277,1965
1677,"Colchicum lusitanum Brot.",11.338147,43.85915,1784.12411615277,2015
1678,"Sporobolus cryptandrus (Torr.) A.Gray",10.33941822,43.70946518,564.189583547756,2014
1679,"Sporobolus cryptandrus (Torr.) A.Gray",10.33954518,43.70970986,564.189583547756,2014
1680,"Sporobolus cryptandrus (Torr.) A.Gray",10.34310716,43.69804421,564.189583547756,2014
1681,"Hibiscus trionum L.",11.8698901132985,43.2855235887143,1784.12411615277,2014
1682,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.3995578407214,42.4767166519364,1784.12411615277,2006
1683,"Prospero autumnale (L.) Speta",10.34005676,43.7040355,564.189583547756,2014
1684,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.901329,42.356387,1784.12411615277,1908
1685,"Prospero autumnale (L.) Speta",10.34310716,43.69804421,564.189583547756,2014
1686,"Calluna vulgaris (L.) Hull",11.29431,44.13416,1784.12411615277,1966
1687,"Hieracium sabaudum L.",11.29431,44.13416,1784.12411615277,1965
1688,"Allium savii Parl.",10.983049,43.941896,1784.12411615277,2018
1689,"Allium savii Parl.",11.270079,43.675791,1784.12411615277,2018
1690,"Dittrichia graveolens (L.) Greuter",10.657554,43.456952,1784.12411615277,2009
1691,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.961213,43.726197,1784.12411615277,2011
1692,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.724438,43.499743,1784.12411615277,2014
1693,"Panicum dichotomiflorum Michx.",10.480024,43.587632,1784.12411615277,2017
1694,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.363028,42.462611,1784.12411615277,2006
1695,"Arbutus unedo L.",11.100882,42.252801,1784.12411615277,1856
1696,"Colchicum lusitanum Brot.",10.466806,43.819125,1784.12411615277,1856
1697,"Helianthus tuberosus L.",11.070076,43.930648,1784.12411615277,2002
1698,"Arbutus unedo L.",10.487928,43.749476,1784.12411615277,2009
1699,"Colchicum lusitanum Brot.",11.149001,43.924799,1784.12411615277,2009
1700,"Colchicum lusitanum Brot.",11.164831,44.001953,1784.12411615277,2009
1701,"Lemna minuta Kunth",10.33386861,43.85066827,564.189583547756,2015
1702,"Lemna minuta Kunth",10.32522797,43.85880889,564.189583547756,2015
1703,"Lemna minuta Kunth",10.37375028,43.81573949,564.189583547756,2016
1704,"Xanthoselinum venetum (Spreng.) Soldano & Banfi",11.317978,44.150766,1784.12411615277,2001
1705,"Arabidopsis thaliana (L.) Heynh.",11.317978,44.150766,1784.12411615277,2001
1706,"Lemna minuta Kunth",10.37374074,43.81586566,564.189583547756,2016
1707,"Colchicum lusitanum Brot.",11.868945,42.9473,1784.12411615277,1998
1708,"Artemisia verlotiorum Lamotte",11.8286,43.22694,1784.12411615277,2004
1709,"Artemisia verlotiorum Lamotte",11.868945,42.9473,1784.12411615277,1998
1710,"Artemisia verlotiorum Lamotte",11.508386,42.74064,1784.12411615277,2005
1711,"Xanthoselinum venetum (Spreng.) Soldano & Banfi",10.1180648803711,44.1753097851221,1784.12411615277,1908
1712,"Arbutus unedo L.",10.284682,43.729683,1784.12411615277,1956
1713,"Solanum chenopodioides Lam.",10.343975,43.677622,1784.12411615277,2014
1714,"Solanum chenopodioides Lam.",10.412079,43.819508,1784.12411615277,2014
1715,"Salicornia perennans Willd. subsp. perennans",10.298492669859,43.6916579002549,1784.12411615277,2007
1716,"Calluna vulgaris (L.) Hull",11.29431,44.13416,1784.12411615277,2001
1717,"Arabidopsis thaliana (L.) Heynh.",9.89079,43.42435,1784.12411615277,1995
1718,"Arbutus unedo L.",9.90239,43.43174,1784.12411615277,1995
1719,"Arbutus unedo L.",11.100882,42.252801,1784.12411615277,1882
1720,"Arabidopsis thaliana (L.) Heynh.",10.513571,43.708912,1784.12411615277,2019
1721,"Artemisia verlotiorum Lamotte",11.523086,43.56471,1784.12411615277,1934
1722,"Spiranthes spiralis (L.) Chevall.",10.4035597724275,43.7338150993238,564.189583547756,2018
1723,"Calluna vulgaris (L.) Hull",10.9286334479067,43.6931851128762,564.189583547756,2019
1724,"Colchicum lusitanum Brot.",10.630269,43.406129,1784.12411615277,2009
1725,"Charybdis maritima (L.) Speta",11.100882,42.252801,1784.12411615277,1885
1726,"Prospero autumnale (L.) Speta",10.3485791149984,43.701635920483,1784.12411615277,2018
1727,"Lemna minuta Kunth",10.3349785,43.86584415,564.189583547756,2015
1728,"Callitriche brutia Petagna",10.805938,43.772981,564.189583547756,2018
1729,"Calluna vulgaris (L.) Hull",11.417321,43.956242,1784.12411615277,1966
1730,"Digitaria debilis (Desf.) Willd.",10.3078538107757,43.7159932180935,1784.12411615277,2004
1731,"Arbutus unedo L.",10.6201523442955,43.0712978963848,564.189583547756,2017
1732,"Salicornia perennans Willd. subsp. perennans",10.28238259,43.70251295,564.189583547756,2006
1733,"Prospero autumnale (L.) Speta",11.378271,43.148646,1784.12411615277,2018
1734,"Prospero autumnale (L.) Speta",9.818082,43.037775,1784.12411615277,2001
1735,"Hieracium racemosum Waldst. & Kit. ex Willd.",11.168866,42.899181,1784.12411615277,1996
1736,"Oxalis pes-caprae L.",10.24115,42.75055,1784.12411615277,2014
1737,"Oxalis pes-caprae L.",10.380032,42.746537,1784.12411615277,2014
1738,"Oxalis pes-caprae L.",10.223395,42.745018,1784.12411615277,2014
1739,"Oxalis pes-caprae L.",10.384558,42.761104,1784.12411615277,2014
1740,"Arabidopsis thaliana (L.) Heynh.",10.477512,43.943494,1784.12411615277,2012
1741,"Arbutus unedo L.",10.294215,42.78222,3989.42280401433,1972
1742,"Arbutus unedo L.",10.760714,43.714641,1784.12411615277,1950
1743,"Arbutus unedo L.",10.310407,42.337112,1784.12411615277,1965
1744,"Arbutus unedo L.",9.840405,43.044186,1784.12411615277,1896
1745,"Arbutus unedo L.",10.429241,43.404732,1784.12411615277,1929
1746,"Arbutus unedo L.",10.712142,43.788372,1784.12411615277,1938
1747,"Prospero autumnale (L.) Speta",10.015162,44.118637,3989.42280401433,2015
1748,"Salicornia perennans Willd. subsp. perennans",10.28199371,43.70287406,564.189583547756,2006
1749,"Arbutus unedo L.",11.154004,42.417888,1784.12411615277,1966
1750,"Arbutus unedo L.",11.611562,43.285762,1784.12411615277,1853
1751,"Arbutus unedo L.",11.145667,42.411119,1784.12411615277,1966
1752,"Smilax aspera L.",10.158705,44.069919,1784.12411615277,1942
1753,"Arbutus unedo L.",11.143729,42.377712,1784.12411615277,1871
1754,"Arbutus unedo L.",10.294215,42.78222,3989.42280401433,1973
1755,"Arbutus unedo L.",11.611562,43.285762,1784.12411615277,1873
1756,"Arbutus unedo L.",10.39976,42.852463,1784.12411615277,1972
1757,"Arbutus unedo L.",9.83688,43.03494,1784.12411615277,1896
1758,"Arbutus unedo L.",10.709406,43.655849,1784.12411615277,1963
1759,"Arbutus unedo L.",10.91416,42.33579,1784.12411615277,1996
1760,"Spiranthes spiralis (L.) Chevall.",10.563487,43.782115,1784.12411615277,2013
1761,"Spiranthes spiralis (L.) Chevall.",10.136072118892,43.9866408588245,1784.12411615277,2019
1762,"Calluna vulgaris (L.) Hull",10.9549396131124,43.8195819860495,564.189583547756,2019
1763,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.2780215861882,43.7158948023056,1784.12411615277,2006
1764,"Calluna vulgaris (L.) Hull",10.818558,44.054447,1784.12411615277,1929
1765,"Salicornia perennans Willd. subsp. perennans",10.2780215861882,43.7158948023056,1784.12411615277,2006
1766,"Arabidopsis thaliana (L.) Heynh.",11.378271,43.148646,1784.12411615277,2018
1767,"Smilax aspera L.",10.390921,43.637023,1784.12411615277,2016
1768,"Artemisia verlotiorum Lamotte",10.9740781309266,43.7238678701355,564.189583547756,2019
1769,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.328653,43.598311,564.189583547756,2013
1770,"Arbutus unedo L.",10.2885197358157,43.6194705428884,564.189583547756,2014
1771,"Panicum dichotomiflorum Michx.",10.944997,43.79569,1784.12411615277,2013
1772,"Panicum dichotomiflorum Michx.",11.008753,43.752336,1784.12411615277,2013
1773,"Panicum dichotomiflorum Michx.",11.000082,43.784295,1784.12411615277,2013
1774,"Salicornia perennans Willd. subsp. perennans",10.294386,43.68732,564.189583547756,2013
1775,"Salicornia perennans Willd. subsp. perennans",10.315503,43.590675,564.189583547756,2013
1776,"Panicum dichotomiflorum Michx.",10.909194,43.828846,1784.12411615277,2013
1777,"Panicum dichotomiflorum Michx.",11.051717,43.774609,1784.12411615277,2013
1778,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.345035,43.602928,564.189583547756,2013
1779,"Panicum dichotomiflorum Michx.",10.848707,43.895463,1784.12411615277,2013
1780,"Salicornia perennans Willd. subsp. perennans",10.314506,43.590425,564.189583547756,2013
1781,"Dysphania ambrosioides (L.) Mosyakin & Clemants",10.1873017575288,43.944762050902,1784.12411615277,1986
1782,"Helianthus tuberosus L.",11.378271,43.148646,1784.12411615277,2018
1783,"Smilax aspera L.",10.2885197358157,43.6194705428884,564.189583547756,2014
1784,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.345295,43.603474,564.189583547756,2013
1785,"Smilax aspera L.",11.341239,43.684267,1784.12411615277,2019
1786,"Arbutus unedo L.",11.378271,43.148646,1784.12411615277,2018
1787,"Calluna vulgaris (L.) Hull",11.378271,43.148646,1784.12411615277,2018
1788,"Tradescantia fluminensis Vell.",11.149001,43.924799,1784.12411615277,2016
1789,"Calluna vulgaris (L.) Hull",10.55455,43.75073,1784.12411615277,2006
1790,"Calluna vulgaris (L.) Hull",10.412572,43.537226,1784.12411615277,1985
1791,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.133923,43.473602,1784.12411615277,1832
1792,"Arbutus unedo L.",10.763917,43.798727,564.189583547756,2013
1793,"Sternbergia colchiciflora Waldst. & Kit.",11.26268,43.88151,1784.12411615277,2016
1794,"Oxalis pes-caprae L.",10.1372060965773,44.0411033168905,1784.12411615277,2019
1795,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.3078538107756,43.7159932180934,1784.12411615277,2004
1796,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.1884242244638,43.9441430119087,1784.12411615277,1986
1797,"Arbutus unedo L.",10.1884242244638,43.9441430119087,1784.12411615277,1986
1798,"Calluna vulgaris (L.) Hull",10.1884242244638,43.9441430119087,1784.12411615277,1986
1799,"Salicornia perennans Willd. subsp. perennans",10.3078538107756,43.7159932180934,1784.12411615277,2004
1800,"Smilax aspera L.",10.3078538107756,43.7159932180934,1784.12411615277,2004
1801,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.292866,43.688778,564.189583547756,2013
1802,"Salicornia perennans Willd. subsp. perennans",10.292866,43.688778,564.189583547756,2013
1803,"Salicornia perennans Willd. subsp. perennans",10.292502,43.690871,564.189583547756,2013
1804,"Salicornia perennans Willd. subsp. perennans",10.331677,43.594999,564.189583547756,2013
1805,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.292502,43.690871,564.189583547756,2013
1806,"Oxalis pes-caprae L.",10.1149682161461,44.051740018306,1784.12411615277,2019
1807,"Euphorbia dendroides L.",11.100882,42.252801,1784.12411615277,1882
1808,"Salicornia perennans Willd. subsp. perennans",10.333898,43.59572,564.189583547756,2013
1809,"Salicornia perennans Willd. subsp. perennans",10.293286,43.688665,564.189583547756,2013
1810,"Salicornia perennans Willd. subsp. perennans",10.308167,43.588841,564.189583547756,2013
1811,"Salicornia perennans Willd. subsp. perennans",10.336561,43.597913,564.189583547756,2013
1812,"Salicornia perennans Willd. subsp. perennans",10.291988,43.690615,564.189583547756,2013
1813,"Salicornia perennans Willd. subsp. perennans",10.328707,43.596798,564.189583547756,2013
1814,"Salicornia perennans Willd. subsp. perennans",10.284933,43.701895,564.189583547756,2013
1815,"Salicornia perennans Willd. subsp. perennans",10.337659,43.598828,564.189583547756,2013
1816,"Salicornia perennans Willd. subsp. perennans",10.295115,43.687771,564.189583547756,2013
1817,"Salicornia perennans Willd. subsp. perennans",10.335342,43.602726,564.189583547756,2013
1818,"Salicornia perennans Willd. subsp. perennans",10.336713,43.598064,564.189583547756,2013
1819,"Salicornia perennans Willd. subsp. perennans",10.3339,43.596332,564.189583547756,2013
1820,"Salicornia perennans Willd. subsp. perennans",10.334114,43.596501,564.189583547756,2013
1821,"Salicornia perennans Willd. subsp. perennans",10.31605,43.590777,564.189583547756,2013
1822,"Salicornia perennans Willd. subsp. perennans",10.334364,43.596606,564.189583547756,2013
1823,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.304957,43.775442,564.189583547756,2006
1824,"Salicornia perennans Willd. subsp. perennans",10.335965,43.602908,564.189583547756,2013
1825,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.26896122,43.78430529,564.189583547756,2006
1826,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.2791327502172,43.7882863070334,564.189583547756,2006
1827,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.29280205,43.78406667,564.189583547756,2006
1828,"Smilax aspera L.",10.30811933,43.82781889,564.189583547756,2006
1829,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.2962984042742,43.7860787508773,564.189583547756,2006
1830,"Smilax aspera L.",11.3475288337169,43.8012575788316,564.189583547756,2018
1831,"Calluna vulgaris (L.) Hull",11.262994,43.132698,564.189583547756,2017
1832,"Arbutus unedo L.",11.262994,43.132698,564.189583547756,2017
1833,"Smilax aspera L.",11.005457,43.433269,564.189583547756,2017
1834,"Spiranthes spiralis (L.) Chevall.",10.1875270789561,43.9451154479316,1784.12411615277,1986
1835,"Artemisia verlotiorum Lamotte",10.30046,43.58584,564.189583547756,2018
1836,"Spiranthes spiralis (L.) Chevall.",11.060486,43.888883,1784.12411615277,1860
1837,"Arabidopsis thaliana (L.) Heynh.",11.482252,43.824284,1784.12411615277,2019
1838,"Hieracium racemosum Waldst. & Kit. ex Willd.",11.005457,43.433269,1784.12411615277,2017
1839,"Spiranthes spiralis (L.) Chevall.",10.685166,43.903454,1784.12411615277,1908
1840,"Oxalis pes-caprae L.",10.125827692071,44.0366474990041,1784.12411615277,2019
1841,"Smilax aspera L.",11.357364247531,43.8042314401051,1784.12411615277,2018
1842,"Euphorbia dendroides L.",9.818082,43.037775,1784.12411615277,2001
1843,"Arabidopsis thaliana (L.) Heynh.",11.482252,43.824284,564.189583547756,2018
1844,"Artemisia verlotiorum Lamotte",11.139731,43.662134,1784.12411615277,2009
1845,"Spiranthes spiralis (L.) Chevall.",11.220172,42.418382,1784.12411615277,1908
1846,"Solanum chenopodioides Lam.",10.39734,43.63364,564.189583547756,2018
1847,"Arabidopsis thaliana (L.) Heynh.",9.818082,43.037775,1784.12411615277,2001
1848,"Solanum chenopodioides Lam.",10.30046,43.58584,564.189583547756,2018
1849,"Calluna vulgaris (L.) Hull",11.094046,43.085071,1784.12411615277,2012
1850,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.25307,43.21375,1784.12411615277,1999
1851,"Dittrichia graveolens (L.) Greuter",9.9045,43.42779,1784.12411615277,1995
1852,"Smilax aspera L.",10.35298,43.60451,564.189583547756,2018
1853,"Dittrichia graveolens (L.) Greuter",10.925134,42.773994,1784.12411615277,1999
1854,"Dittrichia viscosa (L.) Greuter subsp. viscosa",9.89295,43.43077,1784.12411615277,1995
1855,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.100882,42.252801,1784.12411615277,1897
1856,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.100882,42.252801,1784.12411615277,1832
1857,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.30046,43.58584,564.189583547756,2018
1858,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.35298,43.60451,564.189583547756,2018
1859,"Solanum chenopodioides Lam.",10.35298,43.60451,564.189583547756,2018
1860,"Calluna vulgaris (L.) Hull",11.4211620245402,43.843939458127,1784.12411615277,2018
1861,"Tradescantia fluminensis Vell.",10.3528952875427,43.8401926670718,1784.12411615277,2019
1862,"Artemisia verlotiorum Lamotte",10.3172882121657,43.8151727994645,564.189583547756,2019
1863,"Calluna vulgaris (L.) Hull",11.6487238257961,43.662229705229,1784.12411615277,2018
1864,"Solanum chenopodioides Lam.",10.653181,43.414604,564.189583547756,2019
1865,"Helianthus tuberosus L.",11.4729803119454,43.8179104089755,1784.12411615277,2018
1866,"Arbutus unedo L.",11.133181,43.720333,1784.12411615277,1908
1867,"Calluna vulgaris (L.) Hull",11.552623362745,43.8356581365731,1784.12411615277,2018
1868,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.209474,43.552467,1784.12411615277,2009
1869,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.925134,42.773994,1784.12411615277,1999
1870,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.636053,43.765707,1784.12411615277,1979
1871,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.911037,43.341776,1784.12411615277,1979
1872,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.100882,42.252801,1784.12411615277,1885
1873,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.100882,42.252801,1784.12411615277,2000
1874,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.66666,42.76637,1784.12411615277,2008
1875,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.446408,43.793967,1784.12411615277,2018
1876,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.465093,43.769307,1784.12411615277,2018
1877,"Calluna vulgaris (L.) Hull",11.4432224292445,44.0644799176861,1784.12411615277,2019
1878,"Arbutus unedo L.",10.26044,42.77031,564.189583547756,2005
1879,"Smilax aspera L.",10.39939,43.62924,564.189583547756,2018
1880,"Helianthus tuberosus L.",11.36271,43.07674,1784.12411615277,1999
1881,"Pulicaria vulgaris Gaertn.",11.4054501683621,43.7914917702774,1784.12411615277,2018
1882,"Arbutus unedo L.",10.986328125,43.4572802899408,1784.12411615277,2017
1883,"Lemna minuta Kunth",10.247481,42.749273,564.189583547756,2017
1884,"Smilax aspera L.",10.986328125,43.4572802899408,1784.12411615277,2017
1885,"Smilax aspera L.",11.3373186839266,43.8070095834424,1784.12411615277,2017
1886,"Smilax aspera L.",10.33301,42.78511,564.189583547756,2005
1887,"Smilax aspera L.",10.30403,42.77931,564.189583547756,2005
1888,"Salicornia perennans Willd. subsp. perennans",10.310936,43.589929,564.189583547756,2016
1889,"Salicornia perennans Willd. subsp. perennans",10.310936,43.589929,564.189583547756,2016
1890,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.310936,43.589929,564.189583547756,2016
1891,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.23397,43.87897,1784.12411615277,2016
1892,"Solanum chenopodioides Lam.",10.310936,43.589929,564.189583547756,2016
1893,"Arbutus unedo L.",10.265986,42.826149,564.189583547756,2005
1894,"Arbutus unedo L.",10.343498,43.468199,1784.12411615277,1981
1895,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.763917,43.798727,564.189583547756,2013
1896,"Oxalis pes-caprae L.",10.311995,42.766451,1784.12411615277,2003
1897,"Smilax aspera L.",10.953135,43.341105,1784.12411615277,2000
1898,"Spiranthes spiralis (L.) Chevall.",10.523512,43.720404,1784.12411615277,2007
1899,"Spiranthes spiralis (L.) Chevall.",10.140428,44.031108,1784.12411615277,1942
1900,"Spiranthes spiralis (L.) Chevall.",10.154191,44.002619,1784.12411615277,1942
1901,"Spiranthes spiralis (L.) Chevall.",10.718286,43.761279,1784.12411615277,1895
1902,"Sternbergia colchiciflora Waldst. & Kit.",11.66666,42.76637,1784.12411615277,2008
1903,"Colchicum lusitanum Brot.",11.261023,43.845046,1784.12411615277,1954
1904,"Tradescantia fluminensis Vell.",10.256563,44.001168,3989.42280401433,1980
1905,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.702331,43.825066,1784.12411615277,1958
1906,"Artemisia verlotiorum Lamotte",10.9283408838494,43.6957039719586,564.189583547756,2019
1907,"Arbutus unedo L.",10.9287454301308,43.6943223129194,564.189583547756,2019
1908,"Calluna vulgaris (L.) Hull",10.9286756926964,43.6939150516868,564.189583547756,2019
1909,"Spiranthes spiralis (L.) Chevall.",11.189327,43.969887,1784.12411615277,2009
1910,"Arbutus unedo L.",11.497155,43.732788,1784.12411615277,1908
1911,"Arbutus unedo L.",10.268402,43.795227,1784.12411615277,1996
1912,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.9293566389823,43.6952798259235,564.189583547756,2019
1913,"Calluna vulgaris (L.) Hull",10.37752,44.200618,1784.12411615277,1981
1914,"Arbutus unedo L.",10.415125,43.536911,1784.12411615277,1985
1915,"Arbutus unedo L.",10.250604,44.009244,1784.12411615277,1981
1916,"Arbutus unedo L.",10.506509,43.706208,1784.12411615277,1981
1917,"Arbutus unedo L.",10.842068,43.822266,1784.12411615277,1979
1918,"Arbutus unedo L.",10.184189,43.94487,1784.12411615277,1992
1919,"Arbutus unedo L.",10.804126,43.73242,1784.12411615277,1989
1920,"Arbutus unedo L.",10.46266,43.78898,1784.12411615277,1982
1921,"Arbutus unedo L.",10.344787,43.469236,1784.12411615277,1978
1922,"Arbutus unedo L.",10.45458,43.79292,1784.12411615277,1980
1923,"Arbutus unedo L.",10.174198,43.992685,1784.12411615277,1983
1924,"Arbutus unedo L.",10.212315,44.071912,1784.12411615277,1978
1925,"Arbutus unedo L.",10.2883172050899,43.6290292587254,1784.12411615277,2010
1926,"Colchicum lusitanum Brot.",10.62003,43.39917,1784.12411615277,2009
1927,"Smilax aspera L.",10.2883172050899,43.6290292587254,1784.12411615277,2010
1928,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.748933,43.222324,1784.12411615277,2003
1929,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.533516,43.751545,1784.12411615277,2009
1930,"Smilax aspera L.",10.596393,43.387815,1784.12411615277,2009
1931,"Tradescantia fluminensis Vell.",10.5150543430398,43.7389987978962,1784.12411615277,2007
1932,"Tradescantia fluminensis Vell.",10.487928,43.749476,1784.12411615277,2009
1933,"Arbutus unedo L.",11.04415,43.465319,1784.12411615277,2015
1934,"Arbutus unedo L.",10.810838,43.587673,1784.12411615277,2015
1935,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.189327,43.969887,1784.12411615277,2016
1936,"Callitriche brutia Petagna",10.805938,43.772981,1784.12411615277,2018
1937,"Smilax aspera L.",10.343478,43.742106,564.189583547756,2010
1938,"Artemisia verlotiorum Lamotte",10.594785,43.746474,1784.12411615277,2009
1939,"Artemisia verlotiorum Lamotte",10.541711,43.768655,1784.12411615277,2009
1940,"Artemisia verlotiorum Lamotte",10.487928,43.749476,1784.12411615277,2009
1941,"Artemisia verlotiorum Lamotte",10.557218,43.707474,1784.12411615277,2009
1942,"Calluna vulgaris (L.) Hull",10.533516,43.751545,1784.12411615277,2009
1943,"Calluna vulgaris (L.) Hull",10.487928,43.749476,1784.12411615277,2009
1944,"Calluna vulgaris (L.) Hull",10.477202,43.771755,1784.12411615277,2009
1945,"Arbutus unedo L.",10.594785,43.746474,1784.12411615277,2009
1946,"Hieracium racemosum Waldst. & Kit. ex Willd.",10.594785,43.746474,1784.12411615277,2009
1947,"Hieracium racemosum Waldst. & Kit. ex Willd.",10.541711,43.768655,1784.12411615277,2009
1948,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.168866,42.899181,1784.12411615277,1996
1949,"Calluna vulgaris (L.) Hull",10.475286,43.784231,1784.12411615277,1978
1950,"Smilax aspera L.",11.341209,43.636776,1784.12411615277,2002
1951,"Arbutus unedo L.",10.112908,44.010066,1784.12411615277,1942
1952,"Ceratonia siliqua L.",11.145667,42.411119,1784.12411615277,1991
1953,"Smilax aspera L.",10.099473,44.153913,1784.12411615277,1942
1954,"Prospero autumnale (L.) Speta",11.076548,43.91797,1784.12411615277,1908
1955,"Tradescantia fluminensis Vell.",11.149554,43.778349,1784.12411615277,1956
1956,"Artemisia verlotiorum Lamotte",10.341176565331,43.733068319688,1784.12411615277,2010
1957,"Hieracium sabaudum L.",11.5632,42.89406,1784.12411615277,1994
1958,"Calluna vulgaris (L.) Hull",10.372156,44.024427,1784.12411615277,2003
1959,"Artemisia verlotiorum Lamotte",10.533516,43.751545,1784.12411615277,2009
1960,"Gazania rigens (L.) Gaertn.",10.330219,43.476621,1784.12411615277,2011
1961,"Anredera cordifolia (Ten.) Steenis",10.085051,42.577133,1784.12411615277,2012
1962,"Anredera cordifolia (Ten.) Steenis",10.36131,43.752396,1784.12411615277,2000
1963,"Colchicum lusitanum Brot.",10.803708,44.047126,1784.12411615277,1928
1964,"Colchicum lusitanum Brot.",11.592374,43.621862,1784.12411615277,1868
1965,"Colchicum lusitanum Brot.",10.560212,43.893625,1784.12411615277,1859
1966,"Colchicum lusitanum Brot.",11.4471,43.87698,1784.12411615277,1837
1967,"Colchicum lusitanum Brot.",11.517033,43.681663,1784.12411615277,1871
1968,"Colchicum lusitanum Brot.",11.297072,43.862992,1784.12411615277,1875
1969,"Colchicum lusitanum Brot.",11.90605,43.436746,1784.12411615277,1933
1970,"Colchicum lusitanum Brot.",11.597921,43.778532,1784.12411615277,1880
1971,"Colchicum lusitanum Brot.",11.247551,43.749014,1784.12411615277,1880
1972,"Colchicum lusitanum Brot.",11.381059,43.721262,1784.12411615277,1954
